"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ISR","EMP","TOT","PC_WKGPOP","A","2001",55.56511,
"ISR","EMP","TOT","PC_WKGPOP","A","2002",54.80782,
"ISR","EMP","TOT","PC_WKGPOP","A","2003",54.97932,
"ISR","EMP","TOT","PC_WKGPOP","A","2004",55.6702,
"ISR","EMP","TOT","PC_WKGPOP","A","2005",56.70815,
"ISR","EMP","TOT","PC_WKGPOP","A","2006",57.55732,
"ISR","EMP","TOT","PC_WKGPOP","A","2007",58.94432,
"ISR","EMP","TOT","PC_WKGPOP","A","2008",59.82737,
"ISR","EMP","TOT","PC_WKGPOP","A","2009",59.21324,
"ISR","EMP","TOT","PC_WKGPOP","A","2010",60.1636,
"ISR","EMP","TOT","PC_WKGPOP","A","2011",60.87873,"B"
"ISR","EMP","TOT","PC_WKGPOP","A","2012",66.5,
"ISR","EMP","TOT","PC_WKGPOP","A","2013",67.05833,
"ISR","EMP","TOT","PC_WKGPOP","A","2014",67.86667,
"ISR","EMP","TOT","PC_WKGPOP","A","2015",68.31667,
"ISR","EMP","TOT","PC_WKGPOP","A","2016",68.575,
"ISR","EMP","TOT","PC_WKGPOP","A","2017",69.025,
"ISR","EMP","TOT","PC_WKGPOP","A","2018",69.03333,
"ISR","EMP","TOT","PC_WKGPOP","A","2019",68.94167,
"ISR","EMP","TOT","PC_WKGPOP","A","2020",66.78333,
"ISR","EMP","TOT","PC_WKGPOP","A","2021",66.6,
"SVN","EMP","TOT","PC_WKGPOP","A","1999",62.2,
"SVN","EMP","TOT","PC_WKGPOP","A","2000",62.85,
"SVN","EMP","TOT","PC_WKGPOP","A","2001",63.8,
"SVN","EMP","TOT","PC_WKGPOP","A","2002",63.45,
"SVN","EMP","TOT","PC_WKGPOP","A","2003",62.575,
"SVN","EMP","TOT","PC_WKGPOP","A","2004",65.275,"B"
"SVN","EMP","TOT","PC_WKGPOP","A","2005",65.95,
"SVN","EMP","TOT","PC_WKGPOP","A","2006",66.55,
"SVN","EMP","TOT","PC_WKGPOP","A","2007",67.75,
"SVN","EMP","TOT","PC_WKGPOP","A","2008",68.575,"B"
"SVN","EMP","TOT","PC_WKGPOP","A","2009",67.075,
"SVN","EMP","TOT","PC_WKGPOP","A","2010",65.525,
"SVN","EMP","TOT","PC_WKGPOP","A","2011",63.825,
"SVN","EMP","TOT","PC_WKGPOP","A","2012",63.575,
"SVN","EMP","TOT","PC_WKGPOP","A","2013",62.775,
"SVN","EMP","TOT","PC_WKGPOP","A","2014",63.4,
"SVN","EMP","TOT","PC_WKGPOP","A","2015",64.65,
"SVN","EMP","TOT","PC_WKGPOP","A","2016",65.325,
"SVN","EMP","TOT","PC_WKGPOP","A","2017",68.725,
"SVN","EMP","TOT","PC_WKGPOP","A","2018",70.55,
"SVN","EMP","TOT","PC_WKGPOP","A","2019",71.275,
"SVN","EMP","TOT","PC_WKGPOP","A","2020",70.05,
"SVN","EMP","TOT","PC_WKGPOP","A","2021",71.45,
"ZAF","EMP","TOT","PC_WKGPOP","A","2000",45.67535,
"ZAF","EMP","TOT","PC_WKGPOP","A","2001",44.07782,
"ZAF","EMP","TOT","PC_WKGPOP","A","2002",42.83311,
"ZAF","EMP","TOT","PC_WKGPOP","A","2003",41.51175,
"ZAF","EMP","TOT","PC_WKGPOP","A","2004",41.58983,
"ZAF","EMP","TOT","PC_WKGPOP","A","2005",43.37444,
"ZAF","EMP","TOT","PC_WKGPOP","A","2006",44.89611,
"ZAF","EMP","TOT","PC_WKGPOP","A","2007",44.42795,"B"
"ZAF","EMP","TOT","PC_WKGPOP","A","2008",45.91456,
"ZAF","EMP","TOT","PC_WKGPOP","A","2009",43.86818,
"ZAF","EMP","TOT","PC_WKGPOP","A","2010",41.83601,
"ZAF","EMP","TOT","PC_WKGPOP","A","2011",41.91941,
"ZAF","EMP","TOT","PC_WKGPOP","A","2012",42.2082,
"ZAF","EMP","TOT","PC_WKGPOP","A","2013",42.72718,
"ZAF","EMP","TOT","PC_WKGPOP","A","2014",42.77369,
"ZAF","EMP","TOT","PC_WKGPOP","A","2015",43.68032,
"ZAF","EMP","TOT","PC_WKGPOP","A","2016",43.03369,
"ZAF","EMP","TOT","PC_WKGPOP","A","2017",43.35536,
"ZAF","EMP","TOT","PC_WKGPOP","A","2018",43.24669,
"ZAF","EMP","TOT","PC_WKGPOP","A","2019",42.46033,
"ZAF","EMP","TOT","PC_WKGPOP","A","2020",38.53147,
"ZAF","EMP","TOT","PC_WKGPOP","A","2021",37.03354,
"OECD","EMP","TOT","PC_WKGPOP","A","2005",65.1788,"E"
"OECD","EMP","TOT","PC_WKGPOP","A","2006",65.82865,"E"
"OECD","EMP","TOT","PC_WKGPOP","A","2007",66.26337,"E"
"OECD","EMP","TOT","PC_WKGPOP","A","2008",66.21275,"E"
"OECD","EMP","TOT","PC_WKGPOP","A","2009",64.43732,"E"
"OECD","EMP","TOT","PC_WKGPOP","A","2010",64.30033,"E"
"OECD","EMP","TOT","PC_WKGPOP","A","2011",64.66471,"E"
"OECD","EMP","TOT","PC_WKGPOP","A","2012",64.91375,"E"
"OECD","EMP","TOT","PC_WKGPOP","A","2013",65.11784,"E"
"OECD","EMP","TOT","PC_WKGPOP","A","2014",65.68324,"E"
"OECD","EMP","TOT","PC_WKGPOP","A","2015",66.28265,"E"
"OECD","EMP","TOT","PC_WKGPOP","A","2016",66.94324,"E"
"OECD","EMP","TOT","PC_WKGPOP","A","2017",67.68945,"E"
"OECD","EMP","TOT","PC_WKGPOP","A","2018",68.37361,"E"
"OECD","EMP","TOT","PC_WKGPOP","A","2019",68.77763,"E"
"OECD","EMP","TOT","PC_WKGPOP","A","2020",66.00932,"E"
"OECD","EMP","TOT","PC_WKGPOP","A","2021",67.69095,"E"
"G-7","EMP","TOT","PC_WKGPOP","A","2005",68.9535,"E"
"G-7","EMP","TOT","PC_WKGPOP","A","2006",69.54126,"E"
"G-7","EMP","TOT","PC_WKGPOP","A","2007",69.89182,"E"
"G-7","EMP","TOT","PC_WKGPOP","A","2008",69.7182,"E"
"G-7","EMP","TOT","PC_WKGPOP","A","2009",67.56794,"E"
"G-7","EMP","TOT","PC_WKGPOP","A","2010",67.18957,"E"
"G-7","EMP","TOT","PC_WKGPOP","A","2011",67.42645,"E"
"G-7","EMP","TOT","PC_WKGPOP","A","2012",67.68073,"E"
"G-7","EMP","TOT","PC_WKGPOP","A","2013",67.99095,"E"
"G-7","EMP","TOT","PC_WKGPOP","A","2014",68.66313,"E"
"G-7","EMP","TOT","PC_WKGPOP","A","2015",69.17735,"E"
"G-7","EMP","TOT","PC_WKGPOP","A","2016",69.88519,"E"
"G-7","EMP","TOT","PC_WKGPOP","A","2017",70.6382,"E"
"G-7","EMP","TOT","PC_WKGPOP","A","2018",71.40932,"E"
"G-7","EMP","TOT","PC_WKGPOP","A","2019",72.05718,"E"
"G-7","EMP","TOT","PC_WKGPOP","A","2020",69.57633,"E"
"G-7","EMP","TOT","PC_WKGPOP","A","2021",71.07111,"E"
"EA19","EMP","TOT","PC_WKGPOP","A","2005",63.375,
"EA19","EMP","TOT","PC_WKGPOP","A","2006",64.4,
"EA19","EMP","TOT","PC_WKGPOP","A","2007",65.4,
"EA19","EMP","TOT","PC_WKGPOP","A","2008",65.75,
"EA19","EMP","TOT","PC_WKGPOP","A","2009",64.1,
"EA19","EMP","TOT","PC_WKGPOP","A","2010",63.75,
"EA19","EMP","TOT","PC_WKGPOP","A","2011",63.925,
"EA19","EMP","TOT","PC_WKGPOP","A","2012",63.475,
"EA19","EMP","TOT","PC_WKGPOP","A","2013",63.225,
"EA19","EMP","TOT","PC_WKGPOP","A","2014",63.7,
"EA19","EMP","TOT","PC_WKGPOP","A","2015",64.45,
"EA19","EMP","TOT","PC_WKGPOP","A","2016",65.4,
"EA19","EMP","TOT","PC_WKGPOP","A","2017",66.325,
"EA19","EMP","TOT","PC_WKGPOP","A","2018",67.225,
"EA19","EMP","TOT","PC_WKGPOP","A","2019",67.925,
"EA19","EMP","TOT","PC_WKGPOP","A","2020",66.65,
"EA19","EMP","TOT","PC_WKGPOP","A","2021",67.975,
"COL","EMP","TOT","PC_WKGPOP","A","2007",59.995,
"COL","EMP","TOT","PC_WKGPOP","A","2008",60.21,
"COL","EMP","TOT","PC_WKGPOP","A","2009",62.0225,
"COL","EMP","TOT","PC_WKGPOP","A","2010",63.35083,
"COL","EMP","TOT","PC_WKGPOP","A","2011",64.82417,
"COL","EMP","TOT","PC_WKGPOP","A","2012",66.015,
"COL","EMP","TOT","PC_WKGPOP","A","2013",66.21416,
"COL","EMP","TOT","PC_WKGPOP","A","2014",66.71,
"COL","EMP","TOT","PC_WKGPOP","A","2015",67.385,
"COL","EMP","TOT","PC_WKGPOP","A","2016",67.0325,
"COL","EMP","TOT","PC_WKGPOP","A","2017",66.93333,
"COL","EMP","TOT","PC_WKGPOP","A","2018",66.45084,
"COL","EMP","TOT","PC_WKGPOP","A","2019",65.36667,
"COL","EMP","TOT","PC_WKGPOP","A","2020",57.83167,
"COL","EMP","TOT","PC_WKGPOP","A","2021",57.84833,
"LVA","EMP","TOT","PC_WKGPOP","A","2002",59.95,
"LVA","EMP","TOT","PC_WKGPOP","A","2003",60.75,
"LVA","EMP","TOT","PC_WKGPOP","A","2004",61.025,"B"
"LVA","EMP","TOT","PC_WKGPOP","A","2005",62.15,
"LVA","EMP","TOT","PC_WKGPOP","A","2006",65.9,
"LVA","EMP","TOT","PC_WKGPOP","A","2007",68.125,
"LVA","EMP","TOT","PC_WKGPOP","A","2008",68.225,"B"
"LVA","EMP","TOT","PC_WKGPOP","A","2009",60.05,
"LVA","EMP","TOT","PC_WKGPOP","A","2010",58.2,
"LVA","EMP","TOT","PC_WKGPOP","A","2011",60.575,
"LVA","EMP","TOT","PC_WKGPOP","A","2012",62.775,
"LVA","EMP","TOT","PC_WKGPOP","A","2013",64.85,
"LVA","EMP","TOT","PC_WKGPOP","A","2014",66.125,
"LVA","EMP","TOT","PC_WKGPOP","A","2015",68.05,
"LVA","EMP","TOT","PC_WKGPOP","A","2016",68.575,
"LVA","EMP","TOT","PC_WKGPOP","A","2017",69.975,
"LVA","EMP","TOT","PC_WKGPOP","A","2018",71.725,
"LVA","EMP","TOT","PC_WKGPOP","A","2019",72.225,
"LVA","EMP","TOT","PC_WKGPOP","A","2020",71.45,
"LVA","EMP","TOT","PC_WKGPOP","A","2021",69.85,
"LTU","EMP","TOT","PC_WKGPOP","A","2005",62.85,
"LTU","EMP","TOT","PC_WKGPOP","A","2006",63.625,
"LTU","EMP","TOT","PC_WKGPOP","A","2007",65,
"LTU","EMP","TOT","PC_WKGPOP","A","2008",64.4,
"LTU","EMP","TOT","PC_WKGPOP","A","2009",59.875,
"LTU","EMP","TOT","PC_WKGPOP","A","2010",57.55,
"LTU","EMP","TOT","PC_WKGPOP","A","2011",60.2,
"LTU","EMP","TOT","PC_WKGPOP","A","2012",62.025,
"LTU","EMP","TOT","PC_WKGPOP","A","2013",63.725,
"LTU","EMP","TOT","PC_WKGPOP","A","2014",65.65,
"LTU","EMP","TOT","PC_WKGPOP","A","2015",67.25,
"LTU","EMP","TOT","PC_WKGPOP","A","2016",69.375,
"LTU","EMP","TOT","PC_WKGPOP","A","2017",70.375,
"LTU","EMP","TOT","PC_WKGPOP","A","2018",72.4,
"LTU","EMP","TOT","PC_WKGPOP","A","2019",72.975,
"LTU","EMP","TOT","PC_WKGPOP","A","2020",71.625,"B"
"LTU","EMP","TOT","PC_WKGPOP","A","2021",72.425,
"EU27_2020","EMP","TOT","PC_WKGPOP","A","2005",62.15,
"EU27_2020","EMP","TOT","PC_WKGPOP","A","2006",63.225,
"EU27_2020","EMP","TOT","PC_WKGPOP","A","2007",64.325,
"EU27_2020","EMP","TOT","PC_WKGPOP","A","2008",64.85,
"EU27_2020","EMP","TOT","PC_WKGPOP","A","2009",62.775,
"EU27_2020","EMP","TOT","PC_WKGPOP","A","2010",62.6,
"EU27_2020","EMP","TOT","PC_WKGPOP","A","2011",62.75,
"EU27_2020","EMP","TOT","PC_WKGPOP","A","2012",62.55,
"EU27_2020","EMP","TOT","PC_WKGPOP","A","2013",62.475,
"EU27_2020","EMP","TOT","PC_WKGPOP","A","2014",63.225,
"EU27_2020","EMP","TOT","PC_WKGPOP","A","2015",64.1,
"EU27_2020","EMP","TOT","PC_WKGPOP","A","2016",65.2,
"EU27_2020","EMP","TOT","PC_WKGPOP","A","2017",66.35,
"EU27_2020","EMP","TOT","PC_WKGPOP","A","2018",67.35,
"EU27_2020","EMP","TOT","PC_WKGPOP","A","2019",68.1,
"EU27_2020","EMP","TOT","PC_WKGPOP","A","2020",67.05,
"EU27_2020","EMP","TOT","PC_WKGPOP","A","2021",68.35,
"RUS","EMP","TOT","PC_WKGPOP","A","2010",67.28529,
"RUS","EMP","TOT","PC_WKGPOP","A","2011",68.01862,
"RUS","EMP","TOT","PC_WKGPOP","A","2012",68.96736,
"RUS","EMP","TOT","PC_WKGPOP","A","2013",68.7785,
"RUS","EMP","TOT","PC_WKGPOP","A","2014",69.33393,
"RUS","EMP","TOT","PC_WKGPOP","A","2015",69.29679,
"RUS","EMP","TOT","PC_WKGPOP","A","2016",70.00275,
"RUS","EMP","TOT","PC_WKGPOP","A","2017",70.30539,
"RUS","EMP","TOT","PC_WKGPOP","A","2018",70.97634,
"RUS","EMP","TOT","PC_WKGPOP","A","2019",70.78918,
"RUS","EMP","TOT","PC_WKGPOP","A","2020",69.99245,
"RUS","EMP","TOT","PC_WKGPOP","A","2021",71.68963,
"CRI","EMP","TOT","PC_WKGPOP","A","2011",58.08942,
"CRI","EMP","TOT","PC_WKGPOP","A","2012",61.81253,
"CRI","EMP","TOT","PC_WKGPOP","A","2013",61.76549,
"CRI","EMP","TOT","PC_WKGPOP","A","2014",61.74079,
"CRI","EMP","TOT","PC_WKGPOP","A","2015",60.69011,
"CRI","EMP","TOT","PC_WKGPOP","A","2016",58.71328,
"CRI","EMP","TOT","PC_WKGPOP","A","2017",59.7869,
"CRI","EMP","TOT","PC_WKGPOP","A","2018",60.95155,
"CRI","EMP","TOT","PC_WKGPOP","A","2019",61.64743,
"CRI","EMP","TOT","PC_WKGPOP","A","2020",54.83073,
"CRI","EMP","TOT","PC_WKGPOP","A","2021",57.15372,
